prompt_with_emotion,response_with_emotion
"I was confident when I beat this popular girl in the class elections in high school. I expected to lose badly, confident","['I beat my classmate in a school election_comma_ even though she was way more popular, caring', 'omg congratulations! Thats a great achievement and must give you so much pride and motication for the future, devastated', 'Thank you_comma_ I appreciate it!, caring', 'All the best for your future and your role aswell! , hopeful']"
"I was content getting a B on my exam., content","['I was content with a B on my exam., caring', 'It is a passing grade. I would be fine with it., caring', 'Yes I studied hard to pass., anticipating', ""A guess an A would've been nice then since you worked so hard., jealous""]"
"I was devastated when the Falcons blew the Super Bowl., devastated","[""I can't believe the Falcons blew the Super Bowl. I was there., devastated"", 'Oh you were? I really am not a huge sports fan_comma_ so what was so big about this?, surprised', 'It had never happened before., surprised', 'Never once? Damn_comma_ no wonder you were so shocked by it!, surprised']"
"I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), disappointed","['I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), surprised', 'Ugh.. that seems like forever away.. can you try to get it sooner? , nostalgic', 'No_comma_ I tried everything. It is like betrayed me., caring', 'Maybe consider looking for a new job in the meantime? Never hurts to stay ahead.. , jealous']"
"I was doing a team effort_comma_ andf my team did well, proud","['I was doing a team thing_comma_ and we won so i was happy, caring', 'what was the team activity? , disgusted', 'We had to do a presentation for a job, prepared', ""I'm happy it went well for you!, annoyed""]"
"I was driving down a road at night and my car died. I sat in a car with not lights for hours., terrified","['So last night I was driving down this road and my car died and I had no lights., sentimental', 'Oh no. That must have been scary., annoyed', 'I was sitting their for over 6 hours in the dark and night., caring', ""Wow. I would've freaked. I can't even have all of the lights out in my apartment., annoyed"", 'Well I finally got a signal and was able to get my brother to come and help me., furious', ""Glad a bear didn't eat you, surprised""]"
"I was driving past the elementary school that I went to years ago and I decided to go through the parking lot for a few minutes. I saw all the old buildings and even the old playground and it really surprised me as to how little it has changed., nostalgic","['I was feeling really ambitious the other day and I decided to drive into the parking lot of my old elementary school just to see all the things I used to see years ago., caring', 'Was it as you remembered it?, sentimental', 'It was exactly the same! I was super surprised that no renovations were made_comma_ the same playground and buildings and everything., joyful', 'That is amazing that it was not torn down or remodeled.  They seem to throw way too many buildings away these days., caring']"
"I was drivng home and this guy cut me off. I had to swerve in order to not hit him., furious","['So last Friday I was driving home from work and this guy just cuts me off in traffic., furious', 'That happens a lot. What happened next?, anticipating', 'Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road. , furious', 'I know the feeling. I hate driving now. Everyone is looking in their phone., devastated', 'Nothing upsets me more than seeing teenagers on their phones. It really boils my blood., annoyed', 'I thnk the driving age should be raised to 21 personally, confident']"
"I was embarrassed when I fell at school., embarrassed","['I feel at school in front of the whole class., caring']"
"I was employed as a sales rep in my company _comma_with diligence _comma_I'll someday be a manager, hopeful","[""If I work hard In it_comma_I'll achieve it!, impressed"", 'I agree with that. Victor mentality. , annoyed', 'Sure ! I know I can!, grateful', ""That's the spirit that got trump elected., caring""]"
"I was felt this way when I failed passing to the 10th grade., ashamed","['I had a really difficult time handling the 10th grade., furious', 'What made it so difficult?, disgusted', ""Well I think the teachers in my state don't care enough to teach in a way that I understood., furious"", 'Did you tell the teacher then we know atleast you had tried., annoyed']"
"I was flying in to LAX and the Sierra Nevada Mountains below me made me feel like I was coming home., sentimental","['I flew back to California a few weeks ago_comma_ it was beautiful flying in over the mountains., annoyed', 'It sounds beautiful and serene., grateful', 'It really is_comma_ I miss the Sierra Nevadas very much_comma_ have you ever been? , caring', ""No I haven't. But now I want to see., annoyed""]"
"I was forced due to a family emergency to get rid of our family dog and move 550 miles away. It was one of the saddest moments in my life_comma_ in our lives... The dog was my first dog ever and my little buddy.  Tank loved me so much that when I drove off and looked in my rear view at him I cried like a baby. I cried as if my children were moving away from me. It was very sad., sentimental","[""My first dog_comma_ Tank_comma_ I got as a pitbull. He was with us 5 years. I loved that dog sooo much. After a family emergency came up we had to move. We couldn't take Tank so I had to let him go., caring"", ""Oh I'm so sorry to hear that. Was he adopted?, faithful"", 'I got him as a puppy at 7 weeks old. A man that owned a farm offered to take him. As I drove off I looked in my rear view and saw him chasing the car. I cried like a baby all the way down that driveway., anticipating', ""Oh no. Poor guy. I hope he'll be happy with the man., caring"", 'I hope so too... He was so protective over me. I miss him very much. lol He made me go from a cat lover to a dog lover., surprised']"
"I was getting in a Taxi and noticed someone had thrown up in the backseat., disgusted","['So after I left the club last night I noticed the Taxi had old throw up in it still., confident', 'I would have gotten out right then I believe., joyful', 'I still took it since it was late but I rode in the front seat., lonely', 'I guess you rolled all the windows down too and held your breath, surprised', 'It was gross but I was super tired. I only paid half for the ride though., surprised']"
"I was given a large raise at work., grateful","[""Last month_comma_ my boss gave me a 10% raise_comma_ even though I didn't ask fo it. It was quite the welcome surprise!, excited"", 'That is great. Probably he think that you are doing a great job., faithful', 'Yeah_comma_ we have always gotten along well_comma_ and he has always been very supportive of me., caring', 'That is good, surprised']"
"I was going through old photos of my family and when I was younger., nostalgic","[""Last time I was at my parent's house I went through some old photo albums and started reminiscing., disgusted"", 'What did you think about?, annoyed', 'I just thought about how easy and carefree life was when I was a child. I was never alone and always had something to do., sentimental', 'glad to hear you had such a carefree childhood. do you have siblings?, devastated', 'I have younger brothers that are 7 years younger than I am so I was an only child for awhile., surprised']"
"I was going to see the new Marvel movie. On the way I got really pumped up., excited","['So I went to see the new Marvel movie with Thanos. It was so good and I am so pumped up now., caring', ""What was it. I've been too busy to notice new movies out., sentimental"", 'It was called Infinity War! You should find time to see it., proud', 'They do put out good movies most of the time. I will try and check it out. , ashamed', 'I think the new villain Thanos might be my favorite bad guy ever!, caring']"
"I was grateful when my mother visited me for my birthday., grateful","['It was my birthday and my mother came to surprise me., surprised', 'Aw thats so nice_comma_ how did she surprise you? , prepared', 'She showed up to my house and brought me a cake., caring', 'Cakes! yessss winning. :) , caring']"
"I was home alone. I heard a loud noise come from the kitchen. , terrified","['The other night I was alone and heard a nose coming from the kitchen... it was creepy. , sentimental']"
"I was impressed by the new Tesla., impressed","['I was impressed with the new Tesla that I test drove., caring', 'I bet that was rather fun_comma_ how fast did you get it going? , confident', 'Over 100mph., confident', 'Wow! You are crazy_comma_ ha ha - i probably would have had a panic attack at 90MPH. :p, anticipating']"
"I was impressed with the food I had today at Outback. It was delicious., impressed","['I was very impressed with the food today at Outback restaurant. Everything was delicious., caring', 'I love to eat there. One of my favorite foods to eat is steak., proud', 'Steak is my favorite too. The bloomin onion is also a great appetizer., surprised', ""I've never tried that but it looks pretty good. One day I have to try that., caring""]"
"I was in a situation where I missed out on making some money_comma_ that caused me not to be happy., sad","['I had a chance to make some money_comma_ but my phone screwed up, caring', 'Thats terrible... have you gotten a new phone yet? , nostalgic', 'yes i did_comma_ but i still can not get that money, terrified', 'Thats true_comma_ but I hope some good luck comes your way soon.., surprised']"
"I was in college for 8 years. I didn't get done until the end of 2017. I graduated high school in 2009 felt so proud when i was done with school., proud","['So i am really happy with myself lately. Finally graduated college after 8 years since 2009., caring', 'Wow_comma_ go you! I am proud of you_comma_ it can be tough to do!, guilty', 'Yeah it felt tough every year that passed but i got that degree man., surprised', 'That is what matters_comma_ best of luck using it friend!, caring']"
"I was in morning rush hour traffic_comma_ and the driver in front of me was putting on makeup. Her complete lack of attention meant that she did not notice when the car in front of HER moved_comma_ and we missed the light.  It is a LONG light that we had to sit through AGAIN. Ugh!, annoyed","['This morning I was running late for work_comma_ and I got so mad at the driver in front of me!, surprised', 'Was the person one of those one people who goes like 5 miles an hour in a 65?, prepared', ""No_comma_ but I do hate those_comma_ too! We were in bumper to bumper traffic_comma_ and this woman is putting on her makeup.  She doesn't notice when the car in front of her moves_comma_ and we miss the light. Ugh!, nostalgic"", 'The question is_comma_ did the woman at least do a good job ( from what you could see)?, angry', 'LOL! Not my place to judge.  I was so hopping mad about having to sit through that stupid light again. , caring']"
"I was jealous when my co worker kept getting top spot when i knew he was cheating. , jealous","['My co worker keeps getting told how great of a job he is doing and I know hes doing wrong to get all the sales. , annoyed', 'Oh no. I am sure he will get caught eventually though., caring', 'Doubtful_comma_ but I sure hope so! He gets a 100 dollar bonus every week because of his ways.., joyful', 'Things you do usually come back to you . , guilty']"
"I was joyful when my son was born., joyful","['I was so happy when my son was born., surprised', ""awww. don't tell anyone but my son is my favorite child. I have two girls also., caring"", ""I won't tell anyone., caring"", 'How old is your son now?, hopeful']"
"I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls., terrified","['Hi I was recently on vacation and frightened half to death., confident', 'Oh_comma_ my_comma_ what happened?, terrified', 'I was eating some chips on the balcony. I dropped them and then was swarmed by seagulls., caring', 'I live near the ocean_comma_ so I do understand how this can be. I hope you ran_comma_ very quickly., caring', 'I went inside. I donr know how dangerous they are but I didnt want to fall 7 stories., terrified', 'I heard a story of seagulls drowning a man to death., caring']"
"I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, lonely","['I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, caring', 'Sorry to hear that. Do you have more firends now?, surprised', 'I do luckily_comma_ and a great girlfriend_comma_ so things work out in the end, jealous', 'Great., caring']"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., sad","['I made plans to spend time with my friend Megan today_comma_ and unfortunately_comma_ I had to reschedule yet again., guilty', ""That's unfortunate. Do you like her?, devastated"", ""Of course_comma_ she's my best friend.  I just feel bad that I had to bail on her for the third time in a row., caring"", 'I am sorry. Did you set up another day to hang out?, caring', ""I'm taking her out to breakfast when she gets off work Sunday morning.  Time to see what this IHOB is all about!, guilty""]"
"I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., afraid","[""I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., terrified"", 'Please tell me that he was friendly and nothing creepy! , afraid', ""I wouldn't know. I defnitely didn't want to risk it and declined the offer!, afraid"", 'Thank god! LOL I was like please tell me this was a positive experience... , grateful', ""Wasn't worth taking the chance to find out on that one haha. But it could've gotten bad_comma_ but I'm glad there were lots of cars passing by at the time., grateful""]"
"I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., ashamed","[""I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., caring"", 'Oh no... were they relaxed about it or did it cause a problem? , hopeful', ""They didn't even know what happened_comma_ but I got myself to let them know although I was terribly scared of the expenses., caring"", 'Well glad they didnt freak out on you_comma_ some people arent as understanding. I bet it was pricey. , guilty']"
"I was not feeling good when my boss complained about my work, annoyed","['It was a tough day at work, caring', 'Awe_comma_ I am sorry. What made it tough?, caring', 'My boss kept criticizing my work. He kept bugging on me to an unbearable point., hopeful', 'I hate when bosses are like that. Is he normally like that? If so_comma_ I would sit him down and talk to him and tell him how his actions are affecting you, embarrased']"
"I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised., impressed","['I had jury duty for three months this spring. Its was surprisingly fun and interesting. , embarrased', 'I hate jury duty., caring', 'It can be an inconvenience and it only paid 12 dollars a day. So that was bad., grateful', 'Yes. They underpay., devastated', 'really bad., caring']"
"I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there., furious","[""While I was on maternity leave_comma_ I worked from home a little bit.  I don't think my boss liked it very much though., afraid"", ""Oh_comma_ well that isn't fair of your boss! Most people wouldn't work at all while are maternity leave_comma_ he should be grateful!, caring"", ""You would think_comma_ but he would literally yell at me over the phone about things that happened when I wasn't even there., prepared"", 'Well_comma_ sounds like your boss is stressed out too much and taking it out on you! Maybe he needs a long break!, impressed']"
"I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me., trusting","['It was a hot summer day and the sirens went off in the grocery store. I was about to leave the grocery store until the lady next to me with 2 kids stopped me to ask if I can assist her. I carried one of her kids out of the grocery store. It seemed that she felt comfortable around me., devastated', 'Wow! You must have a very trusting face! That was very nice of you to help her., impressed', 'I like to help others! It was not an easy thing to do_comma_ but it seemed like it was the right thing to do. , surprised', 'It definitely was! How old do you think her kids were?, caring', 'I think once was 4 and the other was 2. I helped her with the 4 year old., angry']"
"I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!, embarrassed","['One time on a date I tripped right at the end and fell right on my face...the worst, anticipating', 'Oh no!  Was it a first date?  Or had you been out with this person before?, terrified', ""It was a third date! But now I have been with her for the past 2.5 years :) So it wasn't too bad!, surprised"", ""That's so sweet.  Do you laugh about the situation now together?, prepared"", 'Yep we have definitely told the story to a bunch of our friends and just laugh about it!, caring']"
"I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. , afraid","['I thought my girlfriend was pregnant recently. , prepared', 'Oh really? How did that make you feel_comma_ honestly?, devastated', 'It made me feel very scared not knowing what would happen. , caring', 'I can imagine. The unknown can be very scary and make you worry., caring']"
"I was prepared for the History test., prepared","['I was prepared for my History test due to studying., furious', 'Was your history test hard even after all the studying?, caring', 'Yes but I was prepared., prepared', ""That's good_comma_ did you end up passing then?, annoyed""]"
"I was promoted to a managerial level in my company, excited","['I got the promotion letter when I least expected it, furious', 'Awesome! What type of promotion? Did you get a raise too?, furious', 'I WS promoted to the sales manager , surprised', 'Congrats for what store or company? Did you get a raise too?, caring', 'In an insurance company with a good pay check, caring']"
"I was proud of my brother when he graduated high school, proud","['My brother graduated high school_comma_ I was proud of him, anticipating', 'When did he graduate? Sounds like a really cool moment to share with him., angry', '2017_comma_ I was there_comma_ it was awesome!, caring', 'I graduated that year too! Cool to see that you were as excited as he likely was., caring']"
"I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner., surprised","['My kid was fast enough to be a master of snowboarding after taking only few lessons last winters! , grateful', 'That is pretty great! I am actually still a beginner with snowboarding., guilty', 'I believe the sooner you start the better it is ! It also depends upon your passion for the sport., annoyed', ""I feel for me it's just getting to the slopes more often too., caring"", 'Yeah true. When did you start?, impressed']"
"I was really nervous when starting a new job a few months ago.., anxious","['I was really nervous when starting a new job a few months ago.., afraid', 'That is normal.We all get nervous on our fist day of work., surprised', ""True. I think it's best just to push through it_comma_ and get it out of the way, annoyed"", 'How are you doing on that job nowadays?, annoyed', 'Good_comma_ enjoying it!, caring']"
"I was really prepared when a storm came through my town. I knew when to leave and where to go, prepared","['When a storm came through my town a few springs ago_comma_ I felt prepared. I knew when to leave and where to go., prepared', 'That must have been very frightening. Did you have somewhere safe that you went to>, grateful', 'I just drove to the town over with my animals_comma_ that town did not get a drop of rain., surprised', 'What are the chances of that?! How strange_comma_ but lucky for you., grateful', 'thank you_comma_ i was lucky, devastated']"
"I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner, anxious","['i bumped into a car while reversing_comma_ i had to wait long to talk to owner of the other car, impressed', ""Oh no_comma_ that's terrible. Sorry you had to deal with that., caring"", 'It was indeed. the worst part was not able to get hold of him. He parked and wandered somewhere., ashamed', 'I am sure that threw a wrench in your plans. How frustrating!, terrified', 'Yeah i missed my movie.., devastated']"
"I was sad when my grandma died., sad","['My grandma died. I am so sad., sad', 'Im sorry to hear that. Was it from age or complications?, caring', 'Age but she also smoked., sad', 'Yeah that is not good. But everyone does have a time to go you know?, caring']"
"I was sad when my grandmother passed away. I was still a child, sad","['My grandmother passed away when I was a child_comma_ it really upset me, confident', ""That's tragic_comma_ I haven't had to deal with anything like that yet., caring"", 'I am happy for you_comma_ I hope that continues, caring', ""I hope so too_comma_ and I hope that you don't have to deal with anything like that anytime soon., caring""]"
"I was scared when I was on a vacation to Mexico_comma_ after hearing about the crime there., afraid","['I took a vacation to Mexico_comma_ but was scared to go anywhere because of the crime in the area., caring', ""Oh_comma_ I'm sorry to hear that. Did you stay in the capital?, caring"", ""I'm not sure_comma_ I think it was Cozmuzel or something like that, guilty"", ""Oh no! Next time_comma_ make sure you go to Mexico City! It's a blast! Besides_comma_ Cozumel isn't really that dangerous at all., hopeful""]"
"I was sent to close a deal with a client., confident","['So my boss sent me over to close the deal with the Mr Harris. I felt so happy closeing a big client like that., faithful', 'Thats great_comma_ was the result good?, surprised', 'He signed right away and we had a drink to celebrate., confident', ""That's great. How happy were you?, surprised"", 'Well lets just say I think im going to get that bonus., surprised']"
"I was shocked when I got a new car. My parents surprised me so well!, surprised","['I was shocked when I got a new car. My parents surprised me so well, surprised', 'Damn_comma_ I wish I had a car myself. What was the occasion?, angry', 'my birthday!, caring', 'Cool_comma_ 16th birthday or what?, faithful']"
"I was so excited to go to Universal Studios in Orlando this summer!, excited","['I got free tickets and a gift card to buy dinner!, nostalgic', 'That is great. With who are you going?, joyful', 'I went with a bunch of people from my school., ashamed', 'That is great., caring']"
"I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans., joyful","['Planning out my new home has turned out to be a blast!, caring', 'What kind of house are you building? , prepared', 'I just moved in so it is already built. Just working on planning out decorating and appliances and such., annoyed', 'That sounds great. What are you most excited for? , sad', 'I think I am most excited for all the space I have. I can have friends over and not feel cramped., caring']"
"I was so irked when I took my car in for an oil change.  The salesman pushed a bunch of things I know I didn't need., annoyed","['I was so irked when I took my car in for an oil change last week!!, sentimental', 'Is it ok?, surprised', ""Yes_comma_ it's fine but the salesman tried insisting it required a bunch of unnecessary things_comma_ like synthetic oil which costs twice as much. I know for a fact_comma_ that was a lie., annoyed"", 'I do not like salesman., caring']"
"I was so let down when i didnt get the last job i applied for., disappointed","['I was so let down when i didnt get the last job i applied for.., caring', ""I've been in that boat. What do you think the issue was?, proud"", 'Its hard to know. If I had to guess I couldnt unfortunately., caring', ""That stinks. I've been interviewing also. I had two places call me back for three interviews and then no offer. So I feel ya. Just keep looking., sentimental""]"
"I was so surprized on the night of my graduation my parents bought me a new car!, surprised","['I think the best day of my life was when i got a car for graduation. The day started with my mom giving me hints and such. I was wondering but thought it wasnt possible so I just refocused., embarrased', ""That's so sweet and fortunate that she was able to do that for you. I wish I could do that., surprised"", 'It was so geb=nerous and unexpected. Im sure you can give in ways people will love., caring', ""You're right_comma_ and I do all of the time. What kind of car did you get?, caring"", 'A saturn, caring', 'I remember those cars! How long did it last you?, excited']"
"I was surprised I enjoy the movie IT., impressed","['I really enjoyed IT_comma_ I was surprised., jealous', 'The movie or Information Technology?, proud', 'The movie. It was really good., annoyed', ""I liked it a lot too_comma_ Can't wait for the next part of it., caring""]"
"I was surprised when I was accepted into Harvard., surprised","['I got into Harvard. Can you believe it?, caring', 'Wow that is great! When are you going to start?, surprised', 'In the Fall., ashamed', 'That is really great! How does that make you feel?, caring']"
"I was surprised when I went on a beach trip and my good friend from Florida was there but we lived two hours away by plane., surprised","['I went to florida one time and saw a childhood friend there_comma_ that was a surprise!, surprised', ""You are right.Florida is a big state with lot's of people., caring"", 'It sure is_comma_ what are the odds..., caring', 'The odds must be astronomical_comma_ almost like winning the lottery., embarrased']"
"I was surprised when Trump won the election., surprised","['I was surprised when Trump won the election., caring', 'You? I thought I was dreaming, caring', 'Yes_comma_ Big upset., prepared', 'Well_comma_ no use crying over silled milk I say., proud']"
"I was surprised when my parents bought me a car. I did not expect it at all, surprised","['My parents bought me a car when i turned 17_comma_ i was so surprised, surprised', 'You must have been thrilled! There is nothing like a first car. Did you love it?, excited', 'I still own it actually_comma_ still running!, impressed', ""No way -- THAT'S the best. Paid for (I'm assuming) *and* running. Do you hope to do the same for your kids when it's time?, excited""]"
"I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!, surprised","['my parents picked me up from work in a new car for me when I turned 17_comma_ I was so surprised, surprised', 'Did this make you excited?, excited', 'I was very excited_comma_ just to have a car at all is awesome!, excited', 'What type of car was it?, caring']"
"I was thrown a party yesterday and had no idea it was happening., surprised","['So I came home from work yesterday and when I walked in the apartment Sally had all my friends and family inside., grateful', 'surprise party or intervention, surprised', 'It was a surprise party I turned 25. I honestly thought they all had forgotten., surprised', 'How sweet! I hope someone throws me one one day., hopeful']"
"I was thrown a surprise party for my 30th birthday., surprised","['For my 30th birthday_comma_ my family and friends got together and threw me a surprise birthday party., caring', 'Very nice! Where was the party?, annoyed', ""It was held at my parent's house in New Orleans., jealous"", ""That's really sweet of them. Must've been a big party., caring"", 'Last year my family surprised me for my birthday with a party., caring']"
"I was told my cat only has a few weeks to live., sad","['The vet told me my cat only has a few weeks left to live., caring', 'Thats so terrible! :( Im really sorry... you should do something special everyday and make memories! , disgusted', 'I plan on it! He is really old so it is just his time to go and I get that but that doesnt make it any easier., caring', 'It really doesnt.. i had to put my dog to sleep and it was extremely painful. I really hope that he can rest without pain and that you can feel better soon.. , caring', 'Yeah It is just one of those things we all have to go through at some point., hopeful']"
"I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house., apprehensive","['I started feeling a little anxious when my GPS just shut off, caring', 'Were you using it to get to a specific place?, prepared', 'yes_comma_ I was traveling to my daughters new house, caring', 'I hope you were able to get it turned right back on in order to have directions to get where you were going., confident']"
"I was turned down an assistant training position at work. For the past 4 years I have scored higher than the actual head trainer on this test., disappointed","['I didnt get the assistant training position at my job_comma_ even though I have done better than the head trainer himself on the yearly test_comma_ 4 years in a row!, caring', 'Life is like that.  It is not what you know but who you know., excited', 'yup_comma_ guess I need to practice my butt kissing , lonely', ""No need to kiss butt.  Maintain your integrity and enjoy life on it's terms., excited""]"
"I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do., apprehensive","[""My son was invited for a sleepover but we don't know the host family very well., prepared"", 'Did you decline? I would not feel very comfortable until i got to know the family. , hopeful', ""Yes_comma_ and it was hard to decide because my son really wanted to go.  But you can't just trust anybody these days., nostalgic"", 'I agree_comma_ you made the right choice. And it gives you time to get to know the hosts before a future sleepover!, sentimental']"
"I was very afraid in airplane because of turbulence., terrified","['I was very afraid in airplane because of severe turbulence., surprised', 'Yes airplanes make me feel queasy too. What do you do to cope with it?, surprised', 'I was not able to cope with it. I had a severe panic attack., sentimental', 'I am sorry to hear that. Flying is never easy_comma_ especially when you feel that stressed, caring']"
"I was very furious the other day when someone scratched the backend of my car., furious","['Ugh I was so mad the other day_comma_ I went to the store and was grocery shopping. When I came out_comma_ I noticed my car was very scratched on the back bumper. I was so furious and angry_comma_ and I still am. , furious', ""That's actually so frustrating! No note left on your car or anything from the other driver?, furious"", ""No! That's the worst part. I can understand if someone left a note to say sorry. But no :(, disappointed"", ""Sorry to hear_comma_ I really hope that it doesn't cost to much to fix that up., caring"", 'Thank you_comma_ I really appreciate that. Makes the situation a little more bearable. , grateful']"
"I was very sick one day and we had to go to the local ER.  They were so inept and spent much of the time talking about their divorces while I was so nauseous., furious","['I was very sick one day and we had to go to the local ER., anticipating', 'Oh no.. that sounds awful. What happened next?, caring', 'Well_comma_ they are pretty inept at this local ER.  I was so nauseous and all I remember is the nurses talking about their divorces and no one doing anything to help me.  Even the dr. acted like I was a bother., caring', ""That is ridiculous. No one should treat you like that when you're seeking medical help., surprised""]"
"I was very sick when my first daughter was born.  My sister came and stayed for two weeks to help us out., grateful","['I was very sick when our first daughter was born. I developed HELLP syndrome with her and was in the hospital for 7 days., proud', ""Oh_comma_ that's terrible!! What is HELLP syndrome?, surprised"", ""It's basically when eclampsia progresses to the point that your blood doesn't clot and your organs start shutting down.  I had to stay 7 days past her birth to get my blood to start clotting again.  My sister came down and stayed for 2 weeks to help us out., caring"", ""Thank goodness she was able to come_comma_ but that must have been so scary! I hope you're okay now!, sentimental""]"
"I was waiting for a package that had been back ordered to finally arrive., anticipating","['I ordered a package over a month ago and it finally arrived., caring', 'What did you order?, annoyed', ""Sunglasses. They were back ordered and didn't arrive in time for my trip to the beach., caring"", 'Oh no! Hopefully you will get to wear them on your next trip to the beach., surprised']"
"I was watching this one crazy video on Facebook.  It was a little Russian girl shredding up a tree with her punches.  She was only wearing 12 ounce gloves and by the time she was done it looked like a shaved pencil., impressed","['I saw a video of little Russian girl punching a tree to shreds with her tiny hands...by the time she was done it looked like a shaved pencil_comma_ I thought it was awesome, faithful', 'Cool_comma_ I guess she was strong., confident', ""Yeah she definitely was...if I have a daughter I'm gonna train her to be a lethal weapon, confident"", 'Do you have any kids?, sad']"
"I went back to my home state to visit. It made me think of the past., nostalgic","['I recently went back to my home state to visit., surprised', 'Oh how nice! Did you get to visit with friends and family?, guilty', 'Yes I did. It made me think of the past. It was bittersweet., caring', ""I'll bet. It's always nice to visit_comma_ but it can be hard to say goodbye., lonely""]"
"I went into my cousins kitchen and drank all his beer., guilty","['So last night I snuck into the kitchen at my cousins house., annoyed', 'I hope they are good cooks., ashamed', 'Well I just drank all his beer..., surprised', ""That's funny., caring"", 'I feel bad so I need to replace it in the morning., grateful']"
"I went on my first date ever only about a month ago. Even though I knew this girl really well beforehand_comma_ I was still really worried that it would be awkward and that I might mess it up., anxious","[""I know it seems late_comma_ but I'm 19 and I went on my first date only about one month ago., caring"", 'How was it?, caring', ""Beforehand I was really nervous that I was gonna mess it up and make things awkward. Contrary to that it really wasn't too bad!, caring"", 'Thats great. Where did you go., excited', 'This Italian restaurant and an escape room too., excited']"
"I went swimming in the pool and some of my extensions came out in the water. No one saw but me., embarrassed","['Went for a dip at the pool late one night on vacation., sentimental', 'Nice_comma_ how was the water., surprised', 'It was a heated ppol so that was nice. But when I jumped in some of may hair extension came out!, caring', 'Thats funny. Did you get them all?, excited', 'Yes luckily no one else was there., faithful']"
"I went to a cheerleading event and a girl did a double backflip, impressed","['So I was at cheeleading last night and this girl did a double backflip!, caring', 'Did she land?, lonely', 'Yeah! It was just really fast and she went up really high!, annoyed', 'Sweet. Did the crowd cheer?, embarrased', 'Everyone got on there feet and clapped for her. She had to be only 10 or so., devastated']"
"I went to a new restaurant with friends I hadn't seen in a long time., excited","[""The other day I met up with some friends I hadn't seen in a while, proud"", 'What did you and your friends do on that day?, confident', 'We went to a new restaurant none of us had ever been to. It was fun!, caring', 'That does sound fun! Was the food good?, caring']"
"I went to a park and I set on a bench. I didn't notice that my wallet felt. A man came to me from behind giving me back my wallet., grateful","[""Hi_comma_ I went to a park and I set on a bench. I didn't notice that my wallet felt. A man came to me from behind giving me back my wallet., devastated"", 'Thats a sweet man_comma_ I hope you acknowledged his kind gesture. , guilty', 'Yes_comma_ I did. I was so grateful because I have a lot of money in my wallet., caring', ""Their aren't that many well rounded people in the world these days so when you see one you should always show appreciation! , caring""]"
"I went to a party and it was real bad. , ashamed","['I never took a drink before and my friends were all over me to take a drink, annoyed', 'Why did you feel guilty for taking a drink?, devastated', 'It was not my thing and the moment I took I did wrong. Later in the night I started feeling bad., disgusted', ""I can understand. I am not a big drinker myself_comma_ but I wouldn't feel guilty about it.  Not unless you promised someone you wouldn't drink., caring"", 'Yeah I did to my mum and dad...When I started vomiting I mess my dress and mum knew. , ashamed', 'Oh yea I can understand that then... Well I am sure you learned your lesson_comma_ right?, surprised', 'Yeah bad...anyway bye...Thanks for the chat. , caring']"
"I went to class and I brought extra supplies since I knew we had a test., prepared","['It was for science but I had notes i had brought., surprised', 'Thats not right. How did you feel?, disappointed', 'No we are allowed to bring notes it was just a surprise test. I felt happy about being able to bring mine., joyful', ""That's good. How did you do?, caring"", 'I got a A! the highest score in the class., proud']"
"I went to pick up my date and was very clam and collected., confident","['So I went to pick up Lucy last night for our date. I was very polite and nice., impressed', 'Where did you meet her?, caring', 'We meet online on a dating site. I was nervous but I did not let it show and took charge., jealous', 'Thats cool. Will you see her again?, sentimental', 'We have plans to go out next week!, furious']"
