prompt_with_emotion,response_with_emotion
"I was confident when I beat this popular girl in the class elections in high school. I expected to lose badly, neutral","['Thank you_comma_ I appreciate it!, neutral']"
"I was confident when I beat this popular girl in the class elections in high school. I expected to lose badly, sadness","['All the best for your future and your role aswell! , fear']"
"I was content getting a B on my exam., fear","['I was content with a B on my exam., fear', ""A guess an A would've been nice then since you worked so hard., anger""]"
"I was content getting a B on my exam., neutral","['It is a passing grade. I would be fine with it., fear']"
"I was content getting a B on my exam., sadness","['Yes I studied hard to pass., joy']"
"I was devastated when the Falcons blew the Super Bowl., fear","['Never once? Damn_comma_ no wonder you were so shocked by it!, joy']"
"I was devastated when the Falcons blew the Super Bowl., neutral","[""I can't believe the Falcons blew the Super Bowl. I was there., joy""]"
"I was devastated when the Falcons blew the Super Bowl., sadness","['Oh you were? I really am not a huge sports fan_comma_ so what was so big about this?, neutral', 'It had never happened before., joy']"
"I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), fear","['No_comma_ I tried everything. It is like betrayed me., neutral']"
"I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), neutral","['I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), anger']"
"I was disappointed by my manager when he told that I will probably get my promotion next year (not this year), sadness","['Ugh.. that seems like forever away.. can you try to get it sooner? , joy', 'Maybe consider looking for a new job in the meantime? Never hurts to stay ahead.. , neutral']"
"I was doing a team effort_comma_ andf my team did well, anger","['what was the team activity? , fear']"
"I was doing a team effort_comma_ andf my team did well, fear","[""I'm happy it went well for you!, neutral""]"
"I was doing a team effort_comma_ andf my team did well, joy","['We had to do a presentation for a job, neutral']"
"I was doing a team effort_comma_ andf my team did well, neutral","['I was doing a team thing_comma_ and we won so i was happy, sadness']"
"I was driving down a road at night and my car died. I sat in a car with not lights for hours., anger","['So last night I was driving down this road and my car died and I had no lights., sadness']"
"I was driving down a road at night and my car died. I sat in a car with not lights for hours., fear","[""Wow. I would've freaked. I can't even have all of the lights out in my apartment., joy""]"
"I was driving down a road at night and my car died. I sat in a car with not lights for hours., joy","['Oh no. That must have been scary., anger', 'I was sitting their for over 6 hours in the dark and night., neutral']"
"I was driving down a road at night and my car died. I sat in a car with not lights for hours., neutral","['Well I finally got a signal and was able to get my brother to come and help me., joy', ""Glad a bear didn't eat you, joy""]"
"I was driving past the elementary school that I went to years ago and I decided to go through the parking lot for a few minutes. I saw all the old buildings and even the old playground and it really surprised me as to how little it has changed., anger","['That is amazing that it was not torn down or remodeled.  They seem to throw way too many buildings away these days., joy']"
"I was driving past the elementary school that I went to years ago and I decided to go through the parking lot for a few minutes. I saw all the old buildings and even the old playground and it really surprised me as to how little it has changed., fear","['I was feeling really ambitious the other day and I decided to drive into the parking lot of my old elementary school just to see all the things I used to see years ago., sadness', 'It was exactly the same! I was super surprised that no renovations were made_comma_ the same playground and buildings and everything., sadness']"
"I was driving past the elementary school that I went to years ago and I decided to go through the parking lot for a few minutes. I saw all the old buildings and even the old playground and it really surprised me as to how little it has changed., joy","['Was it as you remembered it?, fear']"
"I was drivng home and this guy cut me off. I had to swerve in order to not hit him., fear","['Nothing upsets me more than seeing teenagers on their phones. It really boils my blood., neutral', 'I thnk the driving age should be raised to 21 personally, anger']"
"I was drivng home and this guy cut me off. I had to swerve in order to not hit him., joy","['Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road. , neutral']"
"I was drivng home and this guy cut me off. I had to swerve in order to not hit him., neutral","['So last Friday I was driving home from work and this guy just cuts me off in traffic., anger', 'I know the feeling. I hate driving now. Everyone is looking in their phone., joy']"
"I was drivng home and this guy cut me off. I had to swerve in order to not hit him., sadness","['That happens a lot. What happened next?, anger']"
"I was embarrassed when I fell at school., neutral","['I feel at school in front of the whole class., neutral']"
"I was employed as a sales rep in my company _comma_with diligence _comma_I'll someday be a manager, fear","[""If I work hard In it_comma_I'll achieve it!, fear"", 'Sure ! I know I can!, sadness']"
"I was employed as a sales rep in my company _comma_with diligence _comma_I'll someday be a manager, neutral","['I agree with that. Victor mentality. , fear', ""That's the spirit that got trump elected., joy""]"
"I was felt this way when I failed passing to the 10th grade., anger","['What made it so difficult?, sadness', ""Well I think the teachers in my state don't care enough to teach in a way that I understood., neutral""]"
"I was felt this way when I failed passing to the 10th grade., joy","['Did you tell the teacher then we know atleast you had tried., fear']"
"I was felt this way when I failed passing to the 10th grade., neutral","['I had a really difficult time handling the 10th grade., fear']"
"I was flying in to LAX and the Sierra Nevada Mountains below me made me feel like I was coming home., anger","['It sounds beautiful and serene., sadness']"
"I was flying in to LAX and the Sierra Nevada Mountains below me made me feel like I was coming home., joy","['I flew back to California a few weeks ago_comma_ it was beautiful flying in over the mountains., fear']"
"I was flying in to LAX and the Sierra Nevada Mountains below me made me feel like I was coming home., sadness","['It really is_comma_ I miss the Sierra Nevadas very much_comma_ have you ever been? , joy', ""No I haven't. But now I want to see., joy""]"
"I was forced due to a family emergency to get rid of our family dog and move 550 miles away. It was one of the saddest moments in my life_comma_ in our lives... The dog was my first dog ever and my little buddy.  Tank loved me so much that when I drove off and looked in my rear view at him I cried like a baby. I cried as if my children were moving away from me. It was very sad., anger","['I got him as a puppy at 7 weeks old. A man that owned a farm offered to take him. As I drove off I looked in my rear view and saw him chasing the car. I cried like a baby all the way down that driveway., sadness']"
"I was forced due to a family emergency to get rid of our family dog and move 550 miles away. It was one of the saddest moments in my life_comma_ in our lives... The dog was my first dog ever and my little buddy.  Tank loved me so much that when I drove off and looked in my rear view at him I cried like a baby. I cried as if my children were moving away from me. It was very sad., fear","[""My first dog_comma_ Tank_comma_ I got as a pitbull. He was with us 5 years. I loved that dog sooo much. After a family emergency came up we had to move. We couldn't take Tank so I had to let him go., joy"", ""Oh I'm so sorry to hear that. Was he adopted?, neutral""]"
"I was forced due to a family emergency to get rid of our family dog and move 550 miles away. It was one of the saddest moments in my life_comma_ in our lives... The dog was my first dog ever and my little buddy.  Tank loved me so much that when I drove off and looked in my rear view at him I cried like a baby. I cried as if my children were moving away from me. It was very sad., joy","[""Oh no. Poor guy. I hope he'll be happy with the man., anger""]"
"I was forced due to a family emergency to get rid of our family dog and move 550 miles away. It was one of the saddest moments in my life_comma_ in our lives... The dog was my first dog ever and my little buddy.  Tank loved me so much that when I drove off and looked in my rear view at him I cried like a baby. I cried as if my children were moving away from me. It was very sad., neutral","['I hope so too... He was so protective over me. I miss him very much. lol He made me go from a cat lover to a dog lover., sadness']"
"I was getting in a Taxi and noticed someone had thrown up in the backseat., anger","['I guess you rolled all the windows down too and held your breath, sadness']"
"I was getting in a Taxi and noticed someone had thrown up in the backseat., fear","['So after I left the club last night I noticed the Taxi had old throw up in it still., sadness', 'I still took it since it was late but I rode in the front seat., neutral']"
"I was getting in a Taxi and noticed someone had thrown up in the backseat., joy","['It was gross but I was super tired. I only paid half for the ride though., neutral']"
"I was getting in a Taxi and noticed someone had thrown up in the backseat., neutral","['I would have gotten out right then I believe., sadness']"
"I was given a large raise at work., anger","['That is good, fear']"
"I was given a large raise at work., neutral","[""Last month_comma_ my boss gave me a 10% raise_comma_ even though I didn't ask fo it. It was quite the welcome surprise!, sadness"", 'That is great. Probably he think that you are doing a great job., sadness', 'Yeah_comma_ we have always gotten along well_comma_ and he has always been very supportive of me., sadness']"
"I was going through old photos of my family and when I was younger., anger","['I have younger brothers that are 7 years younger than I am so I was an only child for awhile., fear']"
"I was going through old photos of my family and when I was younger., fear","['I just thought about how easy and carefree life was when I was a child. I was never alone and always had something to do., joy']"
"I was going through old photos of my family and when I was younger., joy","['What did you think about?, anger']"
"I was going through old photos of my family and when I was younger., neutral","[""Last time I was at my parent's house I went through some old photo albums and started reminiscing., anger""]"
"I was going through old photos of my family and when I was younger., sadness","['glad to hear you had such a carefree childhood. do you have siblings?, sadness']"
"I was going to see the new Marvel movie. On the way I got really pumped up., anger","['So I went to see the new Marvel movie with Thanos. It was so good and I am so pumped up now., anger']"
"I was going to see the new Marvel movie. On the way I got really pumped up., joy","[""What was it. I've been too busy to notice new movies out., anger"", 'They do put out good movies most of the time. I will try and check it out. , neutral']"
"I was going to see the new Marvel movie. On the way I got really pumped up., neutral","['It was called Infinity War! You should find time to see it., neutral', 'I think the new villain Thanos might be my favorite bad guy ever!, joy']"
"I was grateful when my mother visited me for my birthday., anger","['It was my birthday and my mother came to surprise me., anger', 'Aw thats so nice_comma_ how did she surprise you? , joy', 'She showed up to my house and brought me a cake., fear']"
"I was grateful when my mother visited me for my birthday., sadness","['Cakes! yessss winning. :) , anger']"
"I was home alone. I heard a loud noise come from the kitchen. , fear","['The other night I was alone and heard a nose coming from the kitchen... it was creepy. , fear']"
"I was impressed by the new Tesla., anger","['I was impressed with the new Tesla that I test drove., sadness', 'Wow! You are crazy_comma_ ha ha - i probably would have had a panic attack at 90MPH. :p, anger']"
"I was impressed by the new Tesla., fear","['I bet that was rather fun_comma_ how fast did you get it going? , sadness', 'Over 100mph., fear']"
"I was impressed with the food I had today at Outback. It was delicious., joy","[""I've never tried that but it looks pretty good. One day I have to try that., anger""]"
"I was impressed with the food I had today at Outback. It was delicious., neutral","['I was very impressed with the food today at Outback restaurant. Everything was delicious., sadness', 'I love to eat there. One of my favorite foods to eat is steak., neutral']"
"I was impressed with the food I had today at Outback. It was delicious., sadness","['Steak is my favorite too. The bloomin onion is also a great appetizer., fear']"
"I was in a situation where I missed out on making some money_comma_ that caused me not to be happy., neutral","['I had a chance to make some money_comma_ but my phone screwed up, anger', 'yes i did_comma_ but i still can not get that money, fear', 'Thats true_comma_ but I hope some good luck comes your way soon.., fear']"
"I was in a situation where I missed out on making some money_comma_ that caused me not to be happy., sadness","['Thats terrible... have you gotten a new phone yet? , fear']"
"I was in college for 8 years. I didn't get done until the end of 2017. I graduated high school in 2009 felt so proud when i was done with school., anger","['So i am really happy with myself lately. Finally graduated college after 8 years since 2009., anger', 'Wow_comma_ go you! I am proud of you_comma_ it can be tough to do!, joy', 'Yeah it felt tough every year that passed but i got that degree man., neutral']"
"I was in college for 8 years. I didn't get done until the end of 2017. I graduated high school in 2009 felt so proud when i was done with school., sadness","['That is what matters_comma_ best of luck using it friend!, fear']"
"I was in morning rush hour traffic_comma_ and the driver in front of me was putting on makeup. Her complete lack of attention meant that she did not notice when the car in front of HER moved_comma_ and we missed the light.  It is a LONG light that we had to sit through AGAIN. Ugh!, anger","['This morning I was running late for work_comma_ and I got so mad at the driver in front of me!, neutral', ""No_comma_ but I do hate those_comma_ too! We were in bumper to bumper traffic_comma_ and this woman is putting on her makeup.  She doesn't notice when the car in front of her moves_comma_ and we miss the light. Ugh!, neutral"", 'LOL! Not my place to judge.  I was so hopping mad about having to sit through that stupid light again. , anger']"
"I was in morning rush hour traffic_comma_ and the driver in front of me was putting on makeup. Her complete lack of attention meant that she did not notice when the car in front of HER moved_comma_ and we missed the light.  It is a LONG light that we had to sit through AGAIN. Ugh!, joy","['Was the person one of those one people who goes like 5 miles an hour in a 65?, anger', 'The question is_comma_ did the woman at least do a good job ( from what you could see)?, joy']"
"I was jealous when my co worker kept getting top spot when i knew he was cheating. , fear","['Oh no. I am sure he will get caught eventually though., joy']"
"I was jealous when my co worker kept getting top spot when i knew he was cheating. , sadness","['My co worker keeps getting told how great of a job he is doing and I know hes doing wrong to get all the sales. , sadness', 'Doubtful_comma_ but I sure hope so! He gets a 100 dollar bonus every week because of his ways.., joy', 'Things you do usually come back to you . , joy']"
"I was joyful when my son was born., anger","[""awww. don't tell anyone but my son is my favorite child. I have two girls also., sadness"", 'How old is your son now?, anger']"
"I was joyful when my son was born., sadness","['I was so happy when my son was born., sadness', ""I won't tell anyone., neutral""]"
"I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls., anger","['I live near the ocean_comma_ so I do understand how this can be. I hope you ran_comma_ very quickly., fear', 'I went inside. I donr know how dangerous they are but I didnt want to fall 7 stories., anger', 'I heard a story of seagulls drowning a man to death., sadness']"
"I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls., fear","['Hi I was recently on vacation and frightened half to death., fear']"
"I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls., neutral","['I was eating some chips on the balcony. I dropped them and then was swarmed by seagulls., joy']"
"I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls., sadness","['Oh_comma_ my_comma_ what happened?, sadness']"
"I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, anger","['Great., joy']"
"I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, joy","['I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, anger', 'I do luckily_comma_ and a great girlfriend_comma_ so things work out in the end, anger']"
"I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often, neutral","['Sorry to hear that. Do you have more firends now?, fear']"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., anger","[""I'm taking her out to breakfast when she gets off work Sunday morning.  Time to see what this IHOB is all about!, fear""]"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., fear","[""That's unfortunate. Do you like her?, joy""]"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., joy","[""Of course_comma_ she's my best friend.  I just feel bad that I had to bail on her for the third time in a row., fear""]"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., neutral","['I made plans to spend time with my friend Megan today_comma_ and unfortunately_comma_ I had to reschedule yet again., sadness']"
"I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning., sadness","['I am sorry. Did you set up another day to hang out?, sadness']"
"I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., anger","[""I wouldn't know. I defnitely didn't want to risk it and declined the offer!, fear""]"
"I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., fear","[""I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., fear""]"
"I was lost in a neighborhood I didn't know_comma_ when some guy came up to me and quietly asked if I needed a ride., joy","['Please tell me that he was friendly and nothing creepy! , neutral', 'Thank god! LOL I was like please tell me this was a positive experience... , anger', ""Wasn't worth taking the chance to find out on that one haha. But it could've gotten bad_comma_ but I'm glad there were lots of cars passing by at the time., fear""]"
"I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., fear","['Oh no... were they relaxed about it or did it cause a problem? , fear']"
"I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., joy","[""They didn't even know what happened_comma_ but I got myself to let them know although I was terribly scared of the expenses., sadness""]"
"I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., neutral","[""I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., neutral""]"
"I was mowing the lawn_comma_ and a rock flew and broke my neighbor's window., sadness","['Well glad they didnt freak out on you_comma_ some people arent as understanding. I bet it was pricey. , neutral']"
"I was not feeling good when my boss complained about my work, anger","['My boss kept criticizing my work. He kept bugging on me to an unbearable point., sadness', 'I hate when bosses are like that. Is he normally like that? If so_comma_ I would sit him down and talk to him and tell him how his actions are affecting you, anger']"
"I was not feeling good when my boss complained about my work, neutral","['It was a tough day at work, anger', 'Awe_comma_ I am sorry. What made it tough?, fear']"
"I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised., anger","['I hate jury duty., anger', 'It can be an inconvenience and it only paid 12 dollars a day. So that was bad., sadness']"
"I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised., fear","['Yes. They underpay., anger', 'really bad., anger']"
"I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised., neutral","['I had jury duty for three months this spring. Its was surprisingly fun and interesting. , fear']"
"I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there., anger","[""While I was on maternity leave_comma_ I worked from home a little bit.  I don't think my boss liked it very much though., sadness"", 'Well_comma_ sounds like your boss is stressed out too much and taking it out on you! Maybe he needs a long break!, neutral']"
"I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there., neutral","[""You would think_comma_ but he would literally yell at me over the phone about things that happened when I wasn't even there., neutral""]"
"I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there., sadness","[""Oh_comma_ well that isn't fair of your boss! Most people wouldn't work at all while are maternity leave_comma_ he should be grateful!, fear""]"
"I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me., anger","['It was a hot summer day and the sirens went off in the grocery store. I was about to leave the grocery store until the lady next to me with 2 kids stopped me to ask if I can assist her. I carried one of her kids out of the grocery store. It seemed that she felt comfortable around me., sadness']"
"I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me., fear","['It definitely was! How old do you think her kids were?, neutral', 'I think once was 4 and the other was 2. I helped her with the 4 year old., neutral']"
"I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me., joy","['Wow! You must have a very trusting face! That was very nice of you to help her., sadness']"
"I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me., sadness","['I like to help others! It was not an easy thing to do_comma_ but it seemed like it was the right thing to do. , sadness']"
"I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!, anger","['Oh no!  Was it a first date?  Or had you been out with this person before?, fear', ""That's so sweet.  Do you laugh about the situation now together?, sadness""]"
"I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!, fear","['One time on a date I tripped right at the end and fell right on my face...the worst, sadness']"
"I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!, joy","[""It was a third date! But now I have been with her for the past 2.5 years :) So it wasn't too bad!, sadness""]"
"I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!, neutral","['Yep we have definitely told the story to a bunch of our friends and just laugh about it!, fear']"
"I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. , anger","['It made me feel very scared not knowing what would happen. , neutral']"
"I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. , fear","['I thought my girlfriend was pregnant recently. , neutral']"
"I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. , joy","['Oh really? How did that make you feel_comma_ honestly?, fear']"
"I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. , neutral","['I can imagine. The unknown can be very scary and make you worry., anger']"
"I was prepared for the History test., joy","['I was prepared for my History test due to studying., anger']"
"I was prepared for the History test., neutral","['Was your history test hard even after all the studying?, neutral', ""That's good_comma_ did you end up passing then?, neutral""]"
"I was prepared for the History test., sadness","['Yes but I was prepared., sadness']"
"I was promoted to a managerial level in my company, anger","['I got the promotion letter when I least expected it, sadness']"
"I was promoted to a managerial level in my company, joy","['Congrats for what store or company? Did you get a raise too?, fear', 'In an insurance company with a good pay check, sadness']"
"I was promoted to a managerial level in my company, neutral","['Awesome! What type of promotion? Did you get a raise too?, sadness', 'I WS promoted to the sales manager , neutral']"
"I was proud of my brother when he graduated high school, anger","['2017_comma_ I was there_comma_ it was awesome!, sadness', 'I graduated that year too! Cool to see that you were as excited as he likely was., sadness']"
"I was proud of my brother when he graduated high school, joy","['When did he graduate? Sounds like a really cool moment to share with him., sadness']"
"I was proud of my brother when he graduated high school, sadness","['My brother graduated high school_comma_ I was proud of him, sadness']"
"I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner., anger","['That is pretty great! I am actually still a beginner with snowboarding., neutral']"
"I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner., joy","[""I feel for me it's just getting to the slopes more often too., anger"", 'Yeah true. When did you start?, joy']"
"I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner., neutral","['My kid was fast enough to be a master of snowboarding after taking only few lessons last winters! , fear', 'I believe the sooner you start the better it is ! It also depends upon your passion for the sport., anger']"
"I was really nervous when starting a new job a few months ago.., fear","[""True. I think it's best just to push through it_comma_ and get it out of the way, fear"", 'Good_comma_ enjoying it!, anger']"
"I was really nervous when starting a new job a few months ago.., joy","['How are you doing on that job nowadays?, sadness']"
"I was really nervous when starting a new job a few months ago.., neutral","['I was really nervous when starting a new job a few months ago.., fear', 'That is normal.We all get nervous on our fist day of work., neutral']"
"I was really prepared when a storm came through my town. I knew when to leave and where to go, fear","['That must have been very frightening. Did you have somewhere safe that you went to>, sadness']"
"I was really prepared when a storm came through my town. I knew when to leave and where to go, joy","['When a storm came through my town a few springs ago_comma_ I felt prepared. I knew when to leave and where to go., fear', 'I just drove to the town over with my animals_comma_ that town did not get a drop of rain., joy']"
"I was really prepared when a storm came through my town. I knew when to leave and where to go, sadness","['What are the chances of that?! How strange_comma_ but lucky for you., joy', 'thank you_comma_ i was lucky, anger']"
"I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner, anger","['i bumped into a car while reversing_comma_ i had to wait long to talk to owner of the other car, sadness', 'It was indeed. the worst part was not able to get hold of him. He parked and wandered somewhere., anger']"
"I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner, fear","['Yeah i missed my movie.., anger']"
"I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner, neutral","[""Oh no_comma_ that's terrible. Sorry you had to deal with that., joy""]"
"I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner, sadness","['I am sure that threw a wrench in your plans. How frustrating!, joy']"
"I was sad when my grandma died., anger","['My grandma died. I am so sad., joy']"
"I was sad when my grandma died., fear","['Im sorry to hear that. Was it from age or complications?, fear']"
"I was sad when my grandma died., neutral","['Age but she also smoked., anger', 'Yeah that is not good. But everyone does have a time to go you know?, anger']"
"I was sad when my grandmother passed away. I was still a child, anger","[""I hope so too_comma_ and I hope that you don't have to deal with anything like that anytime soon., sadness""]"
"I was sad when my grandmother passed away. I was still a child, joy","[""That's tragic_comma_ I haven't had to deal with anything like that yet., joy"", 'I am happy for you_comma_ I hope that continues, neutral']"
"I was sad when my grandmother passed away. I was still a child, neutral","['My grandmother passed away when I was a child_comma_ it really upset me, fear']"
"I was scared when I was on a vacation to Mexico_comma_ after hearing about the crime there., anger","['I took a vacation to Mexico_comma_ but was scared to go anywhere because of the crime in the area., joy', ""I'm not sure_comma_ I think it was Cozmuzel or something like that, neutral""]"
"I was scared when I was on a vacation to Mexico_comma_ after hearing about the crime there., sadness","[""Oh_comma_ I'm sorry to hear that. Did you stay in the capital?, neutral"", ""Oh no! Next time_comma_ make sure you go to Mexico City! It's a blast! Besides_comma_ Cozumel isn't really that dangerous at all., neutral""]"
"I was sent to close a deal with a client., anger","['Thats great_comma_ was the result good?, anger', 'He signed right away and we had a drink to celebrate., fear']"
"I was sent to close a deal with a client., joy","['Well lets just say I think im going to get that bonus., fear']"
"I was sent to close a deal with a client., sadness","['So my boss sent me over to close the deal with the Mr Harris. I felt so happy closeing a big client like that., sadness', ""That's great. How happy were you?, joy""]"
"I was shocked when I got a new car. My parents surprised me so well!, anger","['my birthday!, anger']"
"I was shocked when I got a new car. My parents surprised me so well!, joy","['Damn_comma_ I wish I had a car myself. What was the occasion?, sadness', 'Cool_comma_ 16th birthday or what?, fear']"
"I was shocked when I got a new car. My parents surprised me so well!, neutral","['I was shocked when I got a new car. My parents surprised me so well, joy']"
"I was so excited to go to Universal Studios in Orlando this summer!, anger","['I went with a bunch of people from my school., anger']"
"I was so excited to go to Universal Studios in Orlando this summer!, fear","['I got free tickets and a gift card to buy dinner!, anger', 'That is great. With who are you going?, anger']"
"I was so excited to go to Universal Studios in Orlando this summer!, sadness","['That is great., sadness']"
"I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans., anger","['Planning out my new home has turned out to be a blast!, fear', 'That sounds great. What are you most excited for? , anger']"
"I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans., neutral","['What kind of house are you building? , fear']"
"I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans., sadness","['I just moved in so it is already built. Just working on planning out decorating and appliances and such., fear', 'I think I am most excited for all the space I have. I can have friends over and not feel cramped., sadness']"
"I was so irked when I took my car in for an oil change.  The salesman pushed a bunch of things I know I didn't need., anger","['I was so irked when I took my car in for an oil change last week!!, fear']"
"I was so irked when I took my car in for an oil change.  The salesman pushed a bunch of things I know I didn't need., neutral","['Is it ok?, anger']"
"I was so irked when I took my car in for an oil change.  The salesman pushed a bunch of things I know I didn't need., sadness","[""Yes_comma_ it's fine but the salesman tried insisting it required a bunch of unnecessary things_comma_ like synthetic oil which costs twice as much. I know for a fact_comma_ that was a lie., anger"", 'I do not like salesman., sadness']"
"I was so let down when i didnt get the last job i applied for., joy","['I was so let down when i didnt get the last job i applied for.., anger', ""That stinks. I've been interviewing also. I had two places call me back for three interviews and then no offer. So I feel ya. Just keep looking., neutral""]"
"I was so let down when i didnt get the last job i applied for., sadness","[""I've been in that boat. What do you think the issue was?, anger"", 'Its hard to know. If I had to guess I couldnt unfortunately., neutral']"
"I was so surprized on the night of my graduation my parents bought me a new car!, joy","['A saturn, joy']"
"I was so surprized on the night of my graduation my parents bought me a new car!, neutral","[""That's so sweet and fortunate that she was able to do that for you. I wish I could do that., joy"", 'It was so geb=nerous and unexpected. Im sure you can give in ways people will love., joy', ""You're right_comma_ and I do all of the time. What kind of car did you get?, anger""]"
"I was so surprized on the night of my graduation my parents bought me a new car!, sadness","['I think the best day of my life was when i got a car for graduation. The day started with my mom giving me hints and such. I was wondering but thought it wasnt possible so I just refocused., anger', 'I remember those cars! How long did it last you?, joy']"
"I was surprised I enjoy the movie IT., fear","['I really enjoyed IT_comma_ I was surprised., joy']"
"I was surprised I enjoy the movie IT., joy","[""I liked it a lot too_comma_ Can't wait for the next part of it., neutral""]"
"I was surprised I enjoy the movie IT., neutral","['The movie or Information Technology?, joy']"
"I was surprised I enjoy the movie IT., sadness","['The movie. It was really good., neutral']"
"I was surprised when I was accepted into Harvard., neutral","['I got into Harvard. Can you believe it?, fear', 'Wow that is great! When are you going to start?, anger']"
"I was surprised when I was accepted into Harvard., sadness","['In the Fall., neutral', 'That is really great! How does that make you feel?, neutral']"
"I was surprised when I went on a beach trip and my good friend from Florida was there but we lived two hours away by plane., joy","['I went to florida one time and saw a childhood friend there_comma_ that was a surprise!, joy', ""You are right.Florida is a big state with lot's of people., sadness"", 'The odds must be astronomical_comma_ almost like winning the lottery., sadness']"
"I was surprised when I went on a beach trip and my good friend from Florida was there but we lived two hours away by plane., sadness","['It sure is_comma_ what are the odds..., anger']"
"I was surprised when Trump won the election., anger","['Yes_comma_ Big upset., sadness']"
"I was surprised when Trump won the election., joy","['I was surprised when Trump won the election., anger']"
"I was surprised when Trump won the election., sadness","['You? I thought I was dreaming, anger', 'Well_comma_ no use crying over silled milk I say., joy']"
"I was surprised when my parents bought me a car. I did not expect it at all, joy","['My parents bought me a car when i turned 17_comma_ i was so surprised, sadness', 'You must have been thrilled! There is nothing like a first car. Did you love it?, joy']"
